Giulian_day; rain_mm; Tmax; Tmin; et0; kcb; lai; pday; irrig_mm; peff_mm; h2o_dispL_mm; h2o_disp_mm; interception_mm; runoff_mm; infiltration_mm; eva_pot_mm; eva_mm; perc1_mm; theta1_mm; ponding_mm; trasp_pot_mm; trasp_act_mm; ks; thickness_II_m; wat_table_depth_under_root_m; capflux_mm; perc2_mm; theta2_mm; theta_old_mm; rawbig; rawinf; wat_table_depth_m; distr_irr_mm; priv_well_irr_mm; espperc1; espperc2; irr_loss_mm
          11 ;   0.00000000     ;   4.06072617     ;  -2.18268013     ;  0.218295649     ;  0.300000012     ;  0.500000000     ;  0.691873193     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;  0.166331947     ;  0.166331947     ;   4.83688302E-02 ;   29.1921978     ;   0.00000000     ;   6.54887035E-02 ;   6.54887035E-02 ;   1.00000000     ;  0.649999976     ;   45.6079788     ;   0.00000000     ;  0.258669198     ;   214.009476     ;   214.285263     ;   150.094879     ;   105.129509     ;   46.3579788     ;   0.00000000     ;   0.00000000     ;   1.00000429     ;   1.00001788     ;   0.00000000    
          12 ;   5.69338985E-02 ;   3.90350723     ;  -2.18642974     ;  0.332249492     ;  0.300000012     ;  0.500000000     ;  0.690727174     ;   0.00000000     ;   4.77358513E-02 ;   5.69338985E-02 ;   4.77358513E-02 ;   9.19804629E-03 ;   0.00000000     ;   4.76594642E-02 ;  0.255582273     ;  0.255582273     ;   4.34114933E-02 ;   28.9408665     ;   0.00000000     ;   9.96748433E-02 ;   9.96748433E-02 ;   1.00000000     ;  0.649999976     ;   45.6079788     ;   0.00000000     ;  0.253721952     ;   213.699463     ;   214.009476     ;   150.194626     ;   105.200760     ;   46.3579788     ;   0.00000000     ;   0.00000000     ;   1.00000429     ;   1.00001788     ;   0.00000000    
          13 ;   10.4733410     ;   4.95123529     ;   2.18417764     ;  0.345213085     ;  0.300000012     ;  0.500000000     ;  0.685789704     ;   0.00000000     ;   10.2173386     ;   10.4733410     ;   10.1382294     ;  0.256002188     ;   2.05684751E-02 ;   10.1220083     ;  0.264703423     ;  0.264703423     ;  0.492913991     ;   38.3052521     ;   5.85410222E-02 ;  0.103563927     ;  0.103563927     ;   1.00000000     ;  0.649999976     ;   45.6079788     ;   0.00000000     ;  0.250105798     ;   213.838684     ;   213.699463     ;   150.624374     ;   105.507729     ;   46.3579788     ;   0.00000000     ;   0.00000000     ;   1.00000429     ;   1.00001788     ;   0.00000000    
          14 ;   1.83203077     ;   7.66053200     ;   4.48658466     ;  0.365569443     ;  0.300000012     ;  0.500000000     ;  0.685269296     ;   0.00000000     ;   1.68070793     ;   1.89057183     ;   1.73924899     ;  0.151322857     ;   0.00000000     ;   1.73646629     ;  0.279280484     ;  0.279280484     ;   1.67295384     ;   38.0894661     ;   0.00000000     ;  0.109670848     ;  0.109670848     ;   1.00000000     ;  0.649999976     ;   45.6079788     ;   0.00000000     ;  0.264385521     ;   215.137604     ;   213.838684     ;   150.669678     ;   105.540077     ;   46.3579788     ;   0.00000000     ;   0.00000000     ;   1.00000429     ;   1.00001788     ;   0.00000000    
          15 ;   2.29826188     ;   8.74421978     ;   3.18492866     ;  0.435141802     ;  0.300000012     ;  0.500000000     ;  0.684441924     ;   0.00000000     ;   2.13002515     ;   2.29826188     ;   2.13002515     ;  0.168236822     ;   0.00000000     ;   2.12661767     ;  0.337945253     ;  0.337945253     ;   1.65441608     ;   38.2237167     ;   0.00000000     ;  0.130542547     ;  0.130542547     ;   1.00000000     ;  0.649999976     ;   45.6079788     ;   0.00000000     ;  0.287136704     ;   216.374313     ;   215.137604     ;   150.741699     ;   105.591522     ;   46.3579788     ;   0.00000000     ;   0.00000000     ;   1.00000429     ;   1.00001788     ;   0.00000000    
          16 ;   0.00000000     ;   10.3322563     ;   1.39124644     ;  0.438835889     ;  0.300000012     ;  0.500000000     ;  0.681260467     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;  0.349351794     ;  0.349351794     ;   1.28138077     ;   36.5929871     ;   0.00000000     ;  0.131650761     ;  0.131650761     ;   1.00000000     ;  0.649999976     ;   45.6079788     ;   0.00000000     ;  0.308766663     ;   217.215256     ;   216.374313     ;   151.018600     ;   105.789322     ;   46.3579788     ;   0.00000000     ;   0.00000000     ;   1.00000429     ;   1.00001788     ;   0.00000000    
          17 ;   0.00000000     ;   9.71518135     ;  0.430845469     ;  0.343282729     ;  0.300000012     ;  0.500000000     ;  0.680759907     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;  0.274269462     ;  0.274269462     ;  0.792421877     ;   35.5262909     ;   0.00000000     ;  0.102984816     ;  0.102984816     ;   1.00000000     ;  0.649999976     ;   45.6079788     ;   0.00000000     ;  0.320519537     ;   217.584122     ;   217.215240     ;   151.062164     ;   105.820442     ;   46.3579788     ;   0.00000000     ;   0.00000000     ;   1.00000429     ;   1.00001788     ;   0.00000000    
          18 ;   0.00000000     ;   7.71273470     ;  0.149340659     ;  0.276614189     ;  0.300000012     ;  0.500000000     ;  0.684909821     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;  0.216059968     ;  0.216059968     ;  0.562137008     ;   34.7480888     ;   0.00000000     ;   8.29842687E-02 ;   8.29842687E-02 ;   1.00000000     ;  0.649999976     ;   45.6079788     ;   0.00000000     ;  0.325793326     ;   217.737488     ;   217.584122     ;   150.700958     ;   105.562431     ;   46.3579788     ;   0.00000000     ;   0.00000000     ;   1.00000429     ;   1.00001788     ;   0.00000000    
          19 ;   0.00000000     ;   6.52269983     ;   1.71742253E-02 ;  0.277585387     ;  0.300000012     ;  0.500000000     ;  0.688038230     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;  0.214483872     ;  0.214483872     ;  0.428583711     ;   34.1050301     ;   0.00000000     ;   8.32756162E-02 ;   8.32756162E-02 ;   1.00000000     ;  0.649999976     ;   45.6079788     ;   0.00000000     ;  0.327548772     ;   217.755188     ;   217.737488     ;   150.428665     ;   105.367935     ;   46.3579788     ;   0.00000000     ;   0.00000000     ;   1.00000429     ;   1.00001788     ;   0.00000000    
          20 ;   0.00000000     ;   4.85003424     ; -0.467161268     ;  0.327802241     ;  0.300000012     ;  0.500000000     ;  0.688089609     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;  0.251202315     ;  0.251202315     ;  0.337233901     ;   33.5165939     ;   0.00000000     ;   9.83406827E-02 ;   9.83406827E-02 ;   1.00000000     ;  0.649999976     ;   45.6079788     ;   0.00000000     ;  0.326802701     ;   217.667267     ;   217.755188     ;   150.424194     ;   105.364746     ;   46.3579788     ;   0.00000000     ;   0.00000000     ;   1.00000429     ;   1.00001788     ;   0.00000000    
          21 ;   0.00000000     ;   5.97558451     ;  -6.16563410E-02 ;  0.318546772     ;  0.300000012     ;  0.500000000     ;  0.686018288     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;  0.254453599     ;  0.254453599     ;  0.270134807     ;   32.9920044     ;   0.00000000     ;   9.55640376E-02 ;   9.55640376E-02 ;   1.00000000     ;  0.649999976     ;   45.6079788     ;   0.00000000     ;  0.324276805     ;   217.517563     ;   217.667267     ;   150.604492     ;   105.493523     ;   46.3579788     ;   0.00000000     ;   0.00000000     ;   1.00000429     ;   1.00001788     ;   0.00000000    
          22 ;   0.00000000     ;   10.3292046     ;  0.282038689     ;  0.704339087     ;  0.300000012     ;  0.500000000     ;  0.685999274     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;  0.619489133     ;  0.619489133     ;  0.207144782     ;   32.1653633     ;   0.00000000     ;  0.211301729     ;  0.211301729     ;   1.00000000     ;  0.649999976     ;   45.6079788     ;   0.00000000     ;  0.319497675     ;   217.193878     ;   217.517548     ;   150.606140     ;   105.494698     ;   46.3579788     ;   0.00000000     ;   0.00000000     ;   1.00000429     ;   1.00001788     ;   0.00000000    
          23 ;   0.00000000     ;   6.83727694     ; -0.919759810     ;  0.518437862     ;  0.300000012     ;  0.500000000     ;  0.666768372     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;  0.446888357     ;  0.446888357     ;  0.153023973     ;   31.5654583     ;   0.00000000     ;  0.155531362     ;  0.155531362     ;   1.00000000     ;  0.649999976     ;   45.6079788     ;   0.00000000     ;  0.312828034     ;   216.878555     ;   217.193863     ;   152.279999     ;   106.690315     ;   46.3579788     ;   0.00000000     ;   0.00000000     ;   1.00000429     ;   1.00001788     ;   0.00000000    
          24 ;   0.00000000     ;   7.22375727     ;  -5.86120784E-03 ;  0.740129232     ;  0.300000012     ;  0.500000000     ;  0.675903201     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;  0.664985716     ;  0.664985716     ;  0.114598893     ;   30.7858696     ;   0.00000000     ;  0.222038776     ;  0.222038776     ;   1.00000000     ;  0.649999976     ;   45.6079788     ;   0.00000000     ;  0.305565059     ;   216.465561     ;   216.878555     ;   151.484894     ;   106.122383     ;   46.3579788     ;   0.00000000     ;   0.00000000     ;   1.00000429     ;   1.00001788     ;   0.00000000    
          25 ;   9.49096107     ;   6.09296227     ; -0.260320127     ;  0.718843639     ;  0.300000012     ;  0.500000000     ;  0.664519012     ;   0.00000000     ;   9.23878670     ;   9.49096107     ;   9.07490253     ;  0.252174139     ;   4.26097885E-02 ;   9.06038094     ;  0.642917871     ;  0.642917871     ;  0.640538394     ;   38.5627861     ;  0.121273972     ;  0.215653107     ;  0.215653107     ;   1.00000000     ;  0.649999976     ;   45.6079788     ;   0.00000000     ;  0.299799591     ;   216.590637     ;   216.465546     ;   152.475769     ;   106.830154     ;   46.3579788     ;   0.00000000     ;   0.00000000     ;   1.00000429     ;   1.00001788     ;   0.00000000    
          26 ;   3.28678036     ;   4.70922709     ;  0.704392850     ;  0.424470484     ;  0.300000012     ;  0.500000000     ;  0.665657163     ;   0.00000000     ;   3.09293795     ;   3.40805435     ;   3.21421194     ;  0.193842486     ;   0.00000000     ;   3.20907021     ;  0.338707805     ;  0.338707805     ;   2.15964413     ;   39.2734947     ;   0.00000000     ;  0.127341166     ;  0.127341166     ;   1.00000000     ;  0.649999976     ;   45.6079788     ;   0.00000000     ;  0.319813877     ;   218.303146     ;   216.590622     ;   152.376709     ;   106.759392     ;   46.3579788     ;   0.00000000     ;   0.00000000     ;   1.00000429     ;   1.00001788     ;   0.00000000    
          27 ;   0.00000000     ;   4.60241222     ; -0.653552711     ;  0.549066782     ;  0.300000012     ;  0.500000000     ;  0.681358039     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;  0.477731496     ;  0.477731496     ;   1.67798662     ;   37.1177635     ;   0.00000000     ;  0.164720058     ;  0.164720058     ;   1.00000000     ;  0.649999976     ;   45.6079788     ;   0.00000000     ;  0.354441971     ;   219.461929     ;   218.303131     ;   151.010117     ;   105.783249     ;   46.3579788     ;   0.00000000     ;   0.00000000     ;   1.00000429     ;   1.00001788     ;   0.00000000    
          28 ;   0.00000000     ;   3.96673775     ;   9.38481092E-02 ;  0.516933918     ;  0.300000012     ;  0.500000000     ;  0.674301922     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;  0.441096306     ;  0.441096306     ;  0.912193060     ;   35.7644806     ;   0.00000000     ;  0.155080169     ;  0.155080169     ;   1.00000000     ;  0.649999976     ;   45.6079788     ;   0.00000000     ;  0.371083081     ;   219.847961     ;   219.461914     ;   151.624268     ;   106.221947     ;   46.3579788     ;   0.00000000     ;   0.00000000     ;   1.00000429     ;   1.00001788     ;   0.00000000    
          29 ;   0.00000000     ;   4.49242163     ; -0.983285606     ;  0.553355515     ;  0.300000012     ;  0.500000000     ;  0.676152945     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;  0.479763001     ;  0.479763001     ;  0.585675299     ;   34.6990395     ;   0.00000000     ;  0.166006669     ;  0.166006669     ;   1.00000000     ;  0.649999976     ;   45.6079788     ;   0.00000000     ;  0.375925094     ;   219.891769     ;   219.847946     ;   151.463165     ;   106.106857     ;   46.3579788     ;   0.00000000     ;   0.00000000     ;   1.00000429     ;   1.00001788     ;   0.00000000    
          30 ;   13.1941681     ;   4.62250137     ;  0.189233989     ;  0.783587575     ;  0.300000012     ;  0.500000000     ;  0.674169183     ;   0.00000000     ;   12.9301825     ;   13.1941681     ;   11.6212339     ;  0.263986021     ;  0.340326667     ;   11.6026392     ;  0.682392120     ;  0.682392120     ;   2.93095350     ;   42.6883392     ;  0.968621850     ;  0.235076264     ;  0.235076264     ;   1.00000000     ;  0.649999976     ;   45.6079788     ;   0.00000000     ;  0.390637547     ;   222.197052     ;   219.891769     ;   151.635834     ;   106.230194     ;   46.3579788     ;   0.00000000     ;   0.00000000     ;   1.00000429     ;   1.00001788     ;   0.00000000    
          31 ;   0.00000000     ;   6.81780481     ;  -1.22896719     ;  0.567607582     ;  0.300000012     ;  0.500000000     ;  0.663301229     ;   0.00000000     ;   0.00000000     ;  0.968621850     ;  0.968621850     ;   0.00000000     ;   0.00000000     ;  0.967071891     ;  0.485234857     ;  0.485234857     ;   3.93857718     ;   39.2315979     ;   0.00000000     ;  0.170282304     ;  0.170282304     ;   1.00000000     ;  0.649999976     ;   45.6079788     ;   0.00000000     ;  0.493450761     ;   225.471878     ;   222.197037     ;   152.581772     ;   106.905869     ;   46.3579788     ;   0.00000000     ;   0.00000000     ;   1.00000429     ;   1.00001788     ;   0.00000000    
          32 ;   9.57025337     ;   5.64007425     ;  -1.05004537     ;  0.525314987     ;  0.300000012     ;  0.500000000     ;  0.673779309     ;   0.00000000     ;   9.31774521     ;   9.57025337     ;   8.85420322     ;  0.252507687     ;  0.120521009     ;   8.84003544     ;  0.433791727     ;  0.433791727     ;   4.88369703     ;   42.7541351     ;  0.343021244     ;  0.157594487     ;  0.157594487     ;   1.00000000     ;  0.649999976     ;   45.6079788     ;   0.00000000     ;  0.592780769     ;   229.605164     ;   225.471863     ;   151.669769     ;   106.254433     ;   46.3579788     ;   0.00000000     ;   0.00000000     ;   1.00000429     ;   1.00001788     ;   0.00000000    
          33 ;   49.4957733     ;   9.15156078     ;   6.60600853     ;  0.417209446     ;  0.300000012     ;  0.500000000     ;  0.676344514     ;   0.00000000     ;   49.2062988     ;   49.8387947     ;   21.7579536     ;  0.289472818     ;   7.22575760     ;   21.7231331     ;  0.327385604     ;  0.327385604     ;   17.5585594     ;   46.5913239     ;   20.5656090     ;  0.125162840     ;  0.125162840     ;   1.00000000     ;  0.649999976     ;   45.6079788     ;   0.00000000     ;   1.08458400     ;   245.953903     ;   229.605148     ;   151.446487     ;   106.094948     ;   46.3579788     ;   0.00000000     ;   0.00000000     ;   1.00000429     ;   1.00001788     ;   0.00000000    
          34 ;   0.00000000     ;   12.9968596     ;   2.65502858     ;  0.836106896     ;  0.300000012     ;  0.500000000     ;  0.681898057     ;   0.00000000     ;   0.00000000     ;   20.5656090     ;   14.3443193     ;   0.00000000     ;   1.61753559     ;   14.3213663     ;  0.716586709     ;  0.716586709     ;   15.1730614     ;   45.0230331     ;   4.60375404     ;  0.250832051     ;  0.250832051     ;   1.00000000     ;  0.649999976     ;   45.6079788     ;   0.00000000     ;   2.61181784     ;   258.264282     ;   245.953888     ;   150.963104     ;   105.749672     ;   46.3579788     ;   0.00000000     ;   0.00000000     ;   1.00000429     ;   1.00001788     ;   0.00000000    
          35 ;   0.00000000     ;   9.85008240     ;  0.738422871     ;  0.657205939     ;  0.300000012     ;  0.500000000     ;  0.661303282     ;   0.00000000     ;   0.00000000     ;   4.60375404     ;   4.60375404     ;   0.00000000     ;   0.00000000     ;   4.59638882     ;  0.557324111     ;  0.557324111     ;   7.44594574     ;   41.6161575     ;   0.00000000     ;  0.197161809     ;  0.197161809     ;   1.00000000     ;  0.649999976     ;   45.6079788     ;   0.00000000     ;   3.91338205     ;   261.599762     ;   258.264282     ;   152.755676     ;   107.030083     ;   46.3579788     ;   0.00000000     ;   0.00000000     ;   1.00000429     ;   1.00001788     ;   0.00000000    
          36 ;   0.00000000     ;   7.75364304     ;  0.413228035     ;  0.528734982     ;  0.300000012     ;  0.500000000     ;  0.669820547     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;  0.429352790     ;  0.429352790     ;   2.92222881     ;   38.2645836     ;   0.00000000     ;  0.158620492     ;  0.158620492     ;   1.00000000     ;  0.649999976     ;   45.6079788     ;   0.00000000     ;   4.04462910     ;   260.318726     ;   261.599762     ;   152.014328     ;   106.500549     ;   46.3579788     ;   0.00000000     ;   0.00000000     ;   1.00000429     ;   1.00001788     ;   0.00000000    
          37 ;   0.00000000     ;   8.70806122     ; -0.541260719     ;  0.597374976     ;  0.300000012     ;  0.500000000     ;  0.676481068     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;  0.493439794     ;  0.493439794     ;   1.27234352     ;   36.4988022     ;   0.00000000     ;  0.179212496     ;  0.179212496     ;   1.00000000     ;  0.649999976     ;   45.6079788     ;   0.00000000     ;   3.62483549     ;   257.786926     ;   260.318726     ;   151.434601     ;   106.086464     ;   46.3579788     ;   0.00000000     ;   0.00000000     ;   1.00000429     ;   1.00001788     ;   0.00000000    
          38 ;   0.00000000     ;   14.4627132     ;   2.47328162     ;   1.04756141     ;  0.300000012     ;  0.500000000     ;  0.673093915     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;  0.920716405     ;  0.920716405     ;  0.701747298     ;   34.8763390     ;   0.00000000     ;  0.314268440     ;  0.314268440     ;   1.00000000     ;  0.649999976     ;   45.6079788     ;   0.00000000     ;   3.14916468     ;   255.025299     ;   257.786926     ;   151.729416     ;   106.297043     ;   46.3579788     ;   0.00000000     ;   0.00000000     ;   1.00000429     ;   1.00001788     ;   0.00000000    
          39 ;   0.00000000     ;   10.3361673     ;   1.46965206     ;   1.07161832     ;  0.300000012     ;  0.500000000     ;  0.650600612     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;  0.971137285     ;  0.971137285     ;  0.399293989     ;   33.5059090     ;   0.00000000     ;  0.321485490     ;  0.321485490     ;   1.00000000     ;  0.649999976     ;   45.6079788     ;   0.00000000     ;   2.72576809     ;   252.377350     ;   255.025299     ;   153.687225     ;   107.695473     ;   46.3579788     ;   0.00000000     ;   0.00000000     ;   1.00000429     ;   1.00001788     ;   0.00000000    
          40 ;   0.00000000     ;   8.57626247     ; -0.987103879     ;  0.705434501     ;  0.300000012     ;  0.500000000     ;  0.648295105     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;  0.613680005     ;  0.613680005     ;  0.253380597     ;   32.6388588     ;   0.00000000     ;  0.211630374     ;  0.211630374     ;   1.00000000     ;  0.649999976     ;   45.6079788     ;   0.00000000     ;   2.38158345     ;   250.037476     ;   252.377335     ;   153.887894     ;   107.838814     ;   46.3579788     ;   0.00000000     ;   0.00000000     ;   1.00000429     ;   1.00001788     ;   0.00000000    
          41 ;   0.00000000     ;   12.5864944     ;  0.407967240     ;  0.785358250     ;  0.300000012     ;  0.500000000     ;  0.666987598     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;  0.662184775     ;  0.662184775     ;  0.178573906     ;   31.7980938     ;   0.00000000     ;  0.235607490     ;  0.235607490     ;   1.00000000     ;  0.649999976     ;   45.6079788     ;   0.00000000     ;   2.10619426     ;   247.874268     ;   250.037460     ;   152.260910     ;   106.676674     ;   46.3579788     ;   0.00000000     ;   0.00000000     ;   1.00000429     ;   1.00001788     ;   0.00000000    
