Giulian_day; rain_mm; Tmax; Tmin; et0; kcb; lai; pday; irrig_mm; peff_mm; h2o_dispL_mm; h2o_disp_mm; interception_mm; runoff_mm; infiltration_mm; eva_pot_mm; eva_mm; perc1_mm; theta1_mm; ponding_mm; trasp_pot_mm; trasp_act_mm; ks; thickness_II_m; wat_table_depth_under_root_m; capflux_mm; perc2_mm; theta2_mm; theta_old_mm; rawbig; rawinf; wat_table_depth_m; distr_irr_mm; priv_well_irr_mm; espperc1; espperc2; irr_loss_mm
          11 ;   0.00000000     ;   11.2606697     ;   2.26023364     ;  0.530640244     ;  0.300000012     ;  0.500000000     ;  0.628598094     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;  0.461584121     ;  0.461584121     ;   3.18503962E-03 ;   23.8988838     ;   0.00000000     ;  0.159192070     ;  0.159192070     ;   1.00000000     ;  0.649999976     ;   45.6079788     ;   0.00000000     ;  0.154648855     ;   206.398819     ;   206.709457     ;   155.602325     ;   109.063400     ;   46.3579788     ;   0.00000000     ;   0.00000000     ;   1.00000000     ;   1.00000000     ;   0.00000000    
          12 ;   0.00000000     ;   11.3539181     ;   2.26793814     ;   1.18003201     ;  0.300000012     ;  0.500000000     ;  0.675168931     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   1.11205220     ;   1.11205220     ;   2.05744919E-03 ;   22.7847710     ;   0.00000000     ;  0.354009688     ;  0.354009688     ;   1.00000000     ;  0.649999976     ;   45.6079788     ;   0.00000000     ;  0.150437236     ;   205.896408     ;   206.398819     ;   151.548813     ;   106.168030     ;   46.3579788     ;   0.00000000     ;   0.00000000     ;   1.00000000     ;   1.00000000     ;   0.00000000    
          13 ;   0.00000000     ;   9.24818611     ;  0.254311532     ;  0.721988797     ;  0.300000012     ;  0.500000000     ;  0.641357541     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;  0.654216647     ;  0.654216647     ;   1.12908869E-03 ;   22.1294308     ;   0.00000000     ;  0.216596648     ;  0.216596648     ;   1.00000000     ;  0.649999976     ;   45.6079788     ;   0.00000000     ;  0.145915076     ;   205.535004     ;   205.896393     ;   154.491745     ;   108.270134     ;   46.3579788     ;   0.00000000     ;   0.00000000     ;   1.00000000     ;   1.00000000     ;   0.00000000    
          14 ;   0.00000000     ;   12.0476665     ;   2.34868622     ;   1.09934568     ;  0.300000012     ;  0.500000000     ;  0.665167451     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   1.02821815     ;   1.01388645     ;   6.63611165E-04 ;   21.1148758     ;   0.00000000     ;  0.329803705     ;  0.329803705     ;   1.00000000     ;  0.649999976     ;   45.6079788     ;   0.00000000     ;  0.141787529     ;   205.064041     ;   205.534988     ;   152.419342     ;   106.789841     ;   46.3579788     ;   0.00000000     ;   0.00000000     ;   1.00000000     ;   1.00000000     ;   0.00000000    
          15 ;   0.00000000     ;   7.11481333     ;  0.269886911     ;  0.555695415     ;  0.300000012     ;  0.500000000     ;  0.645679116     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;  0.496269077     ;  0.467969060     ;   3.76667187E-04 ;   20.6465321     ;   0.00000000     ;  0.166708618     ;  0.166708618     ;   1.00000000     ;  0.649999976     ;   45.6079788     ;   0.00000000     ;  0.137920752     ;   204.759796     ;   205.064041     ;   154.115601     ;   108.001457     ;   46.3579788     ;   0.00000000     ;   0.00000000     ;   1.00000000     ;   1.00000000     ;   0.00000000    
          16 ;   1.26582634     ;   10.3981266     ;   1.75304341     ;  0.544552565     ;  0.300000012     ;  0.500000000     ;  0.673480868     ;   0.00000000     ;   1.14196157     ;   1.26582634     ;   1.14196157     ;  0.123864777     ;   0.00000000     ;   1.14013469     ;  0.467658579     ;  0.444319159     ;   4.00268473E-04 ;   21.3419437     ;   0.00000000     ;  0.163365766     ;  0.163365766     ;   1.00000000     ;  0.649999976     ;   45.6079788     ;   0.00000000     ;  0.135036170     ;   204.461792     ;   204.759796     ;   151.695740     ;   106.272987     ;   46.3579788     ;   0.00000000     ;   0.00000000     ;   1.00000000     ;   1.00000000     ;   0.00000000    
          17 ;   4.80744791     ;   7.43707657     ;   1.54124379     ;  0.896195531     ;  0.300000012     ;  0.500000000     ;  0.674759030     ;   0.00000000     ;   4.58917379     ;   4.80744791     ;   4.58917379     ;  0.218274042     ;   0.00000000     ;   4.58183002     ;  0.819767118     ;  0.819700778     ;   2.08565220E-03 ;   25.1019859     ;   0.00000000     ;  0.268858671     ;  0.268858671     ;   1.00000000     ;  0.649999976     ;   45.6079788     ;   0.00000000     ;  0.131811127     ;   204.063202     ;   204.461777     ;   151.584488     ;   106.193520     ;   46.3579788     ;   0.00000000     ;   0.00000000     ;   1.00000000     ;   1.00000000     ;   0.00000000    
          18 ;   0.00000000     ;   4.16401529     ;  -1.08440268     ;   1.13427818     ;  0.300000012     ;  0.500000000     ;  0.656454980     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   1.08808422     ;   1.08808422     ;   4.25514858E-03 ;   24.0096474     ;   0.00000000     ;  0.340283513     ;  0.340283513     ;   1.00000000     ;  0.649999976     ;   45.6079788     ;   0.00000000     ;  0.127901122     ;   203.599274     ;   204.063187     ;   153.177673     ;   107.331505     ;   46.3579788     ;   0.00000000     ;   0.00000000     ;   1.00000000     ;   1.00000000     ;   0.00000000    
          19 ;   0.00000000     ;   5.66647005     ;  -1.32254720     ;  0.576635003     ;  0.300000012     ;  0.500000000     ;  0.642865300     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;  0.520059943     ;  0.520059943     ;   2.53559579E-03 ;   23.4870567     ;   0.00000000     ;  0.172990501     ;  0.172990501     ;   1.00000000     ;  0.649999976     ;   45.6079788     ;   0.00000000     ;  0.124449953     ;   203.304367     ;   203.599258     ;   154.360504     ;   108.176392     ;   46.3579788     ;   0.00000000     ;   0.00000000     ;   1.00000000     ;   1.00000000     ;   0.00000000    
          20 ;   2.10736394     ;   5.32951593     ;   1.19977069     ;  0.445803493     ;  0.300000012     ;  0.500000000     ;  0.672277987     ;   0.00000000     ;   1.94556451     ;   2.10736394     ;   1.94556451     ;  0.161799416     ;   0.00000000     ;   1.94245160     ;  0.358012825     ;  0.358012825     ;   3.45648010E-03 ;   25.0680428     ;   0.00000000     ;  0.133741036     ;  0.133741036     ;   1.00000000     ;  0.649999976     ;   45.6079788     ;   0.00000000     ;  0.122044198     ;   203.051971     ;   203.304352     ;   151.800430     ;   106.347771     ;   46.3579788     ;   0.00000000     ;   0.00000000     ;   1.00000000     ;   1.00000000     ;   0.00000000    
          21 ;   0.00000000     ;   6.88813114     ;   1.05530965     ;  0.622765362     ;  0.300000012     ;  0.500000000     ;  0.680329800     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;  0.527274787     ;  0.527274787     ;   4.74000815E-03 ;   24.5360260     ;   0.00000000     ;  0.186829627     ;  0.186829627     ;   1.00000000     ;  0.649999976     ;   45.6079788     ;   0.00000000     ;  0.119692862     ;   202.750214     ;   203.051971     ;   151.099609     ;   105.847176     ;   46.3579788     ;   0.00000000     ;   0.00000000     ;   1.00000000     ;   1.00000000     ;   0.00000000    
          22 ;   7.10702515     ;   7.11460781     ;  0.462376833     ;  0.512631297     ;  0.300000012     ;  0.500000000     ;  0.671435833     ;   0.00000000     ;   6.86765146     ;   7.10702515     ;   6.86765146     ;  0.239373699     ;   0.00000000     ;   6.85666227     ;  0.433708847     ;  0.433708847     ;   3.06748226E-02 ;   30.9283047     ;   0.00000000     ;  0.153789386     ;  0.153789386     ;   1.00000000     ;  0.649999976     ;   45.6079788     ;   0.00000000     ;  0.117334679     ;   202.509750     ;   202.750214     ;   151.873734     ;   106.400131     ;   46.3579788     ;   0.00000000     ;   0.00000000     ;   1.00000000     ;   1.00000000     ;   0.00000000    
          23 ;   2.03116775     ;   8.79925919     ;   4.06527090     ;  0.421578318     ;  0.300000012     ;  0.500000000     ;  0.676500082     ;   0.00000000     ;   1.87211692     ;   2.03116775     ;   1.87211692     ;  0.159050822     ;   0.00000000     ;   1.86912119     ;  0.336226791     ;  0.336226791     ;  0.137133807     ;   32.3240623     ;   0.00000000     ;  0.126473516     ;  0.126473516     ;   1.00000000     ;  0.649999976     ;   45.6079788     ;   0.00000000     ;  0.115878090     ;   202.404556     ;   202.509735     ;   151.432953     ;   106.085274     ;   46.3579788     ;   0.00000000     ;   0.00000000     ;   1.00000000     ;   1.00000000     ;   0.00000000    
          24 ;   0.00000000     ;   9.70093155     ;   1.70459664     ;  0.494095743     ;  0.300000012     ;  0.500000000     ;  0.681491971     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;  0.411156416     ;  0.411156416     ;  0.164295211     ;   31.7486172     ;   0.00000000     ;  0.148228735     ;  0.148228735     ;   1.00000000     ;  0.649999976     ;   45.6079788     ;   0.00000000     ;  0.115126178     ;   202.305450     ;   202.404541     ;   150.998459     ;   105.774925     ;   46.3579788     ;   0.00000000     ;   0.00000000     ;   1.00000000     ;   1.00000000     ;   0.00000000    
          25 ;   0.00000000     ;   10.2872763     ;  0.846604347     ;  0.718563139     ;  0.300000012     ;  0.500000000     ;  0.677624583     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;  0.633244038     ;  0.633244038     ;  0.124493010     ;   30.9908791     ;   0.00000000     ;  0.215568960     ;  0.215568960     ;   1.00000000     ;  0.649999976     ;   45.6079788     ;   0.00000000     ;  0.113918021     ;   202.100403     ;   202.305435     ;   151.335068     ;   106.015366     ;   46.3579788     ;   0.00000000     ;   0.00000000     ;   1.00000000     ;   1.00000000     ;   0.00000000    
          26 ;   3.98315072     ;   10.8991013     ;  0.594598234     ;  0.791396081     ;  0.300000012     ;  0.500000000     ;  0.666047454     ;   0.00000000     ;   3.77652550     ;   3.98315072     ;   3.77652550     ;  0.206625298     ;   0.00000000     ;   3.77048373     ;  0.688407123     ;  0.688407123     ;  0.200108930     ;   33.8728523     ;   0.00000000     ;  0.237418830     ;  0.237418830     ;   1.00000000     ;  0.649999976     ;   45.6079788     ;   0.00000000     ;  0.112304233     ;   201.950760     ;   202.100403     ;   152.342743     ;   106.735130     ;   46.3579788     ;   0.00000000     ;   0.00000000     ;   1.00000000     ;   1.00000000     ;   0.00000000    
          27 ;   5.22441053     ;   13.0296307     ;   4.84116411     ;  0.698105693     ;  0.300000012     ;  0.500000000     ;  0.662966967     ;   0.00000000     ;   5.00128508     ;   5.22441053     ;   5.00128508     ;  0.223125234     ;   0.00000000     ;   4.99328232     ;  0.576797068     ;  0.576797068     ;  0.747152328     ;   37.5421906     ;   0.00000000     ;  0.209431708     ;  0.209431708     ;   1.00000000     ;  0.649999976     ;   45.6079788     ;   0.00000000     ;  0.112842545     ;   202.375656     ;   201.950745     ;   152.610870     ;   106.926643     ;   46.3579788     ;   0.00000000     ;   0.00000000     ;   1.00000000     ;   1.00000000     ;   0.00000000    
          28 ;   0.00000000     ;   7.26837730     ;  0.773304701     ;  0.629695177     ;  0.300000012     ;  0.500000000     ;  0.668550849     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;  0.543701410     ;  0.543701410     ;   1.02346003     ;   35.9750252     ;   0.00000000     ;  0.188908562     ;  0.188908562     ;   1.00000000     ;  0.649999976     ;   45.6079788     ;   0.00000000     ;  0.118569873     ;   203.091614     ;   202.375656     ;   152.124847     ;   106.579491     ;   46.3579788     ;   0.00000000     ;   0.00000000     ;   1.00000000     ;   1.00000000     ;   0.00000000    
          29 ;   0.00000000     ;   4.19305897     ; -0.439604610     ;  0.630815685     ;  0.300000012     ;  0.500000000     ;  0.670695603     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;  0.554479539     ;  0.554479539     ;  0.621656656     ;   34.7988815     ;   0.00000000     ;  0.189244717     ;  0.189244717     ;   1.00000000     ;  0.649999976     ;   45.6079788     ;   0.00000000     ;  0.122784674     ;   203.401215     ;   203.091614     ;   151.938171     ;   106.446152     ;   46.3579788     ;   0.00000000     ;   0.00000000     ;   1.00000000     ;   1.00000000     ;   0.00000000    
          30 ;   6.80927420     ;   3.69125700     ; -0.633940578     ;  0.787307918     ;  0.300000012     ;  0.500000000     ;  0.670251012     ;   0.00000000     ;   6.57199717     ;   6.80927420     ;   6.56597614     ;  0.237276942     ;   1.56545313E-03 ;   6.55547237     ;  0.690949023     ;  0.690949023     ;   1.29288769     ;   39.3705063     ;   4.45551891E-03 ;  0.236192390     ;  0.236192390     ;   1.00000000     ;  0.649999976     ;   45.6079788     ;   0.00000000     ;  0.126564473     ;   204.331329     ;   203.401215     ;   151.976868     ;   106.473793     ;   46.3579788     ;   0.00000000     ;   0.00000000     ;   1.00000000     ;   1.00000000     ;   0.00000000    
          31 ;   12.2159386     ;   11.2524815     ;   4.63313198     ;  0.895709991     ;  0.300000012     ;  0.500000000     ;  0.662914336     ;   0.00000000     ;   11.9544659     ;   12.2203941     ;   10.8731394     ;  0.261472434     ;  0.282303452     ;   10.8557434     ;  0.777693808     ;  0.777693808     ;   5.92550373     ;   43.5230598     ;  0.803478956     ;  0.268712997     ;  0.268712997     ;   1.00000000     ;  0.649999976     ;   45.6079788     ;   0.00000000     ;  0.154892951     ;   209.833237     ;   204.331314     ;   152.615448     ;   106.929924     ;   46.3579788     ;   0.00000000     ;   0.00000000     ;   1.00000000     ;   1.00000000     ;   0.00000000    
          32 ;   10.2665730     ;   10.8007870     ;   2.92715931     ;  0.673347950     ;  0.300000012     ;  0.500000000     ;  0.658143759     ;   0.00000000     ;   10.0113249     ;   11.0700521     ;   9.89361191     ;  0.255248278     ;  0.239510000     ;   9.87778378     ;  0.559515774     ;  0.559515774     ;   9.18732357     ;   43.6539955     ;  0.681682050     ;  0.202004373     ;  0.202004373     ;   1.00000000     ;  0.649999976     ;   45.6079788     ;   0.00000000     ;  0.261692345     ;   218.556824     ;   209.833237     ;   153.030670     ;   107.226509     ;   46.3579788     ;   0.00000000     ;   0.00000000     ;   1.00000000     ;   1.00000000     ;   0.00000000    
          33 ;   4.61453867     ;   8.18289089     ;   3.31395149     ;  0.463517874     ;  0.300000012     ;  0.500000000     ;  0.669539213     ;   0.00000000     ;   4.39872265     ;   5.29622078     ;   5.08040476     ;  0.215816244     ;   0.00000000     ;   5.07227468     ;  0.363516271     ;  0.363516271     ;   6.59631491     ;   41.7664413     ;   0.00000000     ;  0.139055386     ;  0.139055386     ;   1.00000000     ;  0.649999976     ;   45.6079788     ;   0.00000000     ;  0.428045839     ;   224.585983     ;   218.556824     ;   152.038818     ;   106.518044     ;   46.3579788     ;   0.00000000     ;   0.00000000     ;   1.00000000     ;   1.00000000     ;   0.00000000    
          34 ;   22.6446629     ;   7.22322464     ;   3.25731826     ;  0.595464647     ;  0.300000012     ;  0.500000000     ;  0.679897130     ;   0.00000000     ;   22.3667526     ;   22.6446629     ;   15.7757034     ;  0.277909309     ;   1.71367311     ;   15.7504597     ;  0.490892082     ;  0.490892082     ;   11.6966629     ;   45.3293533     ;   4.87737656     ;  0.178639412     ;  0.178639412     ;   1.00000000     ;  0.649999976     ;   45.6079788     ;   0.00000000     ;  0.681500196     ;   235.422470     ;   224.585968     ;   151.137268     ;   105.874084     ;   46.3579788     ;   0.00000000     ;   0.00000000     ;   1.00000000     ;   1.00000000     ;   0.00000000    
          35 ;   1.29664850     ;   6.66683769     ;   2.29562902     ;  0.429130763     ;  0.300000012     ;  0.500000000     ;  0.673218727     ;   0.00000000     ;   1.17103052     ;   6.17402506     ;   6.00126362     ;  0.125617921     ;   1.22572444E-02 ;   5.99166107     ;  0.334745854     ;  0.334745854     ;   8.63042831     ;   42.3558388     ;   3.48859914E-02 ;  0.128739238     ;  0.128739238     ;   1.00000000     ;  0.649999976     ;   45.6079788     ;   0.00000000     ;   1.25245047     ;   242.671753     ;   235.422470     ;   151.718552     ;   106.289284     ;   46.3579788     ;   0.00000000     ;   0.00000000     ;   1.00000000     ;   1.00000000     ;   0.00000000    
          36 ;   0.00000000     ;   6.65424871     ;  0.335891902     ;  0.685696602     ;  0.300000012     ;  0.500000000     ;  0.681460619     ;   0.00000000     ;   0.00000000     ;   3.48859914E-02 ;   3.48859914E-02 ;   0.00000000     ;   0.00000000     ;   3.48301791E-02 ;  0.592589021     ;  0.592589021     ;   3.35844207     ;   38.4396286     ;   0.00000000     ;  0.205709010     ;  0.205709010     ;   1.00000000     ;  0.649999976     ;   45.6079788     ;   0.00000000     ;   1.57971287     ;   244.244751     ;   242.671753     ;   151.001190     ;   105.776878     ;   46.3579788     ;   0.00000000     ;   0.00000000     ;   1.00000000     ;   1.00000000     ;   0.00000000    
          37 ;   0.00000000     ;   7.67577314     ;  0.447986096     ;  0.993454695     ;  0.300000012     ;  0.500000000     ;  0.668068051     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;  0.909985721     ;  0.909985721     ;   1.27055120     ;   36.2590866     ;   0.00000000     ;  0.298036337     ;  0.298036337     ;   1.00000000     ;  0.649999976     ;   45.6079788     ;   0.00000000     ;   1.59938109     ;   243.617889     ;   244.244736     ;   152.166870     ;   106.609505     ;   46.3579788     ;   0.00000000     ;   0.00000000     ;   1.00000000     ;   1.00000000     ;   0.00000000    
          38 ;   0.00000000     ;   5.44630051     ;  -2.41895843     ;  0.645431817     ;  0.300000012     ;  0.500000000     ;  0.651679099     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;  0.565251529     ;  0.565251529     ;  0.681982219     ;   35.0118675     ;   0.00000000     ;  0.193629548     ;  0.193629548     ;   1.00000000     ;  0.649999976     ;   45.6079788     ;   0.00000000     ;   1.52131414     ;   242.584915     ;   243.617874     ;   153.593353     ;   107.628433     ;   46.3579788     ;   0.00000000     ;   0.00000000     ;   1.00000000     ;   1.00000000     ;   0.00000000    
          39 ;   15.6456633     ;   6.43285179     ;   2.49707055     ;  0.465596348     ;  0.300000012     ;  0.500000000     ;  0.669644773     ;   0.00000000     ;   15.3766165     ;   15.6456633     ;   12.9055510     ;  0.269046754     ;  0.642477155     ;   12.8849020     ;  0.369561166     ;  0.369561166     ;   3.93448305     ;   43.5927391     ;   1.82858837     ;  0.139678910     ;  0.139678910     ;   1.00000000     ;  0.649999976     ;   45.6079788     ;   0.00000000     ;   1.50670171     ;   244.873047     ;   242.584915     ;   152.029633     ;   106.511475     ;   46.3579788     ;   0.00000000     ;   0.00000000     ;   1.00000000     ;   1.00000000     ;   0.00000000    
          40 ;   1.93538392     ;   10.0247993     ;   4.62647438     ;  0.456723362     ;  0.300000012     ;  0.500000000     ;  0.679630399     ;   0.00000000     ;   1.77994740     ;   3.76397228     ;   3.60853577     ;  0.155436561     ;   0.00000000     ;   3.60276151     ;  0.352007359     ;  0.352007359     ;   5.80892611     ;   41.0345764     ;   0.00000000     ;  0.137017012     ;  0.137017012     ;   1.00000000     ;  0.649999976     ;   45.6079788     ;   0.00000000     ;   1.90385401     ;   248.641129     ;   244.873032     ;   151.160492     ;   105.890663     ;   46.3579788     ;   0.00000000     ;   0.00000000     ;   1.00000000     ;   1.00000000     ;   0.00000000    
          41 ;   0.00000000     ;   17.4578743     ;   4.30967474     ;  0.793141246     ;  0.300000012     ;  0.500000000     ;  0.680438995     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;   0.00000000     ;  0.646437228     ;  0.646437228     ;   2.52078795     ;   37.8673477     ;   0.00000000     ;  0.237942398     ;  0.237942398     ;   1.00000000     ;  0.649999976     ;   45.6079788     ;   0.00000000     ;   2.10277009     ;   248.821198     ;   248.641113     ;   151.090103     ;   105.840393     ;   46.3579788     ;   0.00000000     ;   0.00000000     ;   1.00000000     ;   1.00000000     ;   0.00000000    
