timestamp,idr_tmax,idr_tmin,idr_ptot,idr_umax,idr_umin,idr_vmed,idr_rgcorr
2000/06/23,29.21,18.48,0,91,40.69,0.93,28.78
2000/06/24,30.09,17.22,0,100,44.01,0.841,22.944
2000/06/25,30.92,19.36,0,94.33,43.38,0.844,22.569
2000/06/26,28.24,20.11,18.04,98,61.4,0.997,2.774
2000/06/27,22.01,19.3,83.13,100,84.93,1.271,2.115
2000/06/28,27.75,18.61,1.05,100,68.43,0.734,13.213
2000/06/29,27.13,17.42,4.53,100,63.54,0.95,10.815
2000/06/30,25.23,19.76,6.08,100,75.29,0.655,6.408
2000/07/01,29.43,18.15,0,100,55.01,0.658,19.585
2000/07/02,29.98,18.72,0,96.91,46.11,1.014,19.514
2000/07/03,28.47,17.58,0,100,48.99,0.51,20.802
2000/07/04,26.98,18.77,2.75,100,61.41,0.608,13.574
2000/07/05,28.16,18.71,0,98.2,51.1,0.872,13.906
2000/07/06,28.81,18.13,0,93.61,44.32,0.942,22.682
2000/07/07,28.32,17.93,0,100,49.47,0.592,20.029
2000/07/08,29,17.68,2.09,100,49.99,0.621,20.665
2000/07/09,27.95,17.91,2.35,100,60.37,0.746,12.337
2000/07/10,28.31,18.13,0,92,44.01,1.204,23.286
2000/07/11,27.91,16.41,0,96.98,45.93,0.742,22.256
2000/07/12,27.61,17.93,0,99.06,51.5,0.99,12.192
2000/07/13,25.38,19.08,54.71,100,72.27,1.133,6.592
2000/07/14,27.06,16.99,0,91.64,43.37,1.252,23.52
2000/07/15,28.03,15.43,0,100,49.08,0.64,22.375
2000/07/16,28.23,15.47,8.32,100,49.14,0.657,19
2000/07/17,27.74,18.32,0,100,59.43,0.79,20.217
2000/07/18,30.32,17.95,2.12,100,53.15,0.648,17.66
2000/07/19,28.84,18.69,1.93,100,60.2,0.579,19.017
2000/07/20,28.65,17.78,0,93.45,43.86,0.999,22.716
2000/07/21,28.59,15.58,0,100,47.12,0.605,22.105
2000/07/22,28.9,17.98,3.93,100,56.64,0.728,19.506
2000/07/23,31.28,17.24,0,100,49.5,0.446,19.93
2000/07/24,32.45,18.99,0,100,48.21,0.547,19.483
2000/07/25,29.32,19.62,0,94,48.08,1.134,19.067
2000/07/26,27.22,17.84,0,79.24,36.61,1.615,22.076
2000/07/27,27.03,17.59,0,75.4,34.09,1.693,23.211
2000/07/28,27.79,13.88,0,91,35.5,0.707,23.249
2000/07/29,27.88,16.67,0,94,43.23,0.627,15.704
2000/07/30,30.75,17.74,1.95,96.07,42.47,0.71,22.826
2000/07/31,19.78,18.21,47.39,95.05,72.61,1.148,4.433
2000/08/01,26.92,17.72,0,90.58,43.13,1.438,21.794
2000/08/02,27.96,16.79,0,94,43.65,1.182,21.252
2000/08/03,27.75,15.05,0,100,47.51,0.637,20.567
2000/08/04,31.02,17.07,0,100,50.18,0.697,18.544
2000/08/05,29.59,17.56,0,100,48.29,0.652,18.643
2000/08/06,29.76,18.62,11.03,96.9,46.99,0.682,18.108
2000/08/07,28.03,18.62,1.4,100,64,0.562,17.579
2000/08/08,27.54,17.92,0,100,54.31,0.758,16.301
2000/08/09,26.39,14.78,0,92,39.86,1.004,20.346
2000/08/10,27.26,15.12,0,90.02,37.15,1.216,20.717
2000/08/11,29.18,14.08,0,94,38.17,0.807,24.94
2000/08/12,27.8,18.59,0,73.84,32.89,1.012,20.746
2000/08/13,29.41,15.85,0,93,37.12,0.673,18.328
2000/08/14,30.68,17.35,0,96.9,42.29,0.7,18.664
2000/08/15,31.5,19.73,1.4,100,48.24,0.833,16.323
2000/08/16,31.54,19.69,0,97,45.27,0.834,16.535
2000/08/17,30.44,20.45,1.99,94,45.98,0.764,15.646
2000/08/18,30.79,19.53,0,100,50.29,0.548,16.343
2000/08/19,27.77,19.38,1.93,95.14,51.03,0.876,10.316
2000/08/20,26.23,17.57,0,71.92,31.59,2.377,19.947
2000/08/21,30.78,13.39,0,92.64,27.35,0.844,21.756
2000/08/22,27.99,18.19,0,77.77,31.84,1.687,21.613
2000/08/23,25.55,16.23,0,73.6,30.51,1.159,19.165
2000/08/24,26.18,13.79,0,90.98,35.5,0.886,18.136
2000/08/25,27.74,15.62,0,86.56,32.56,0.927,17.236
2000/08/26,29.03,16.12,0,88.11,32.38,0.929,17.671
2000/08/27,27.27,14.64,0,71.7,20.17,0.747,23.185
2000/08/28,27.13,18.63,0,90.63,41.68,0.954,16.332
2000/08/29,26.55,18.19,0,91.71,42.55,0.903,8.704
2000/08/30,28.23,18.84,2.35,98.39,51.56,0.578,13.84
2000/08/31,28.92,17.97,0,100,51.28,0.556,16.613
2000/09/01,31.52,18.18,0,96.21,41.12,0.68,17.42
2000/09/02,34.97,19.38,0,96.04,37.76,0.588,15.33
2000/09/03,31.11,21.33,0,92.64,42.19,0.761,14.452
2000/09/04,32.6,19.27,0,93,36.54,0.588,14.961
2000/09/05,31.75,18.33,0,96,40.34,0.673,8.694
2000/09/06,31.53,19.79,0,86.47,32.74,0.698,14.511
2000/09/07,29.67,19.96,0,78.06,30.91,0.883,16.052
2000/09/08,29.46,19.41,0,85.13,33.9,0.702,14.923
2000/09/09,30.63,18.09,0,91,33.88,0.571,13.848
2000/09/10,29.9,18.24,0,91,35.36,0.554,13.755
2000/09/11,29.9,18.22,0,95,42.06,0.546,13.127
2000/09/12,30.65,18.73,2.59,97,43.78,0.889,11.767
2000/09/13,29.44,19.09,6.6,100,51.03,0.825,12.04
2000/09/14,27.76,18.8,2.55,97,51.24,0.697,12.989
2000/09/15,25.53,17.88,0,92.59,44.45,0.987,11.292
2000/09/16,26.6,16.46,0,85.66,33.48,1.051,12.814
2000/09/17,25.57,12.71,0,91,32.92,1.116,14.359
2000/09/18,25.08,11.77,0,93.63,35.79,0.631,14.055
2000/09/19,26.34,12.79,0,95.8,38.43,0.588,13.821
2000/09/20,25.67,14.38,0,100,51.17,0.673,9.867
2000/09/21,25.23,13.79,2.74,100,50.4,0.868,7.793
2000/09/22,23.21,13.42,21.69,100,55.22,1.352,2.517
2000/09/23,23.25,12.02,0,100,48.76,0.66,12.106
2000/09/24,23.55,10.78,0,100,45.43,0.588,14.587
2000/09/25,23.25,13.38,0,100,51.89,0.741,7.149
2000/09/26,23.38,9.9,7.43,100,43.17,0.682,14.943
2000/09/27,21.86,13.39,0,100,59.55,0.872,10.067
2000/09/28,22.12,10.45,0,100,48.16,0.621,12.043
2000/09/29,21.27,10.13,0,100,47.19,0.629,12.142
2000/09/30,20.39,9.61,0,97,42.35,0.533,11.972
2000/10/01,18.7,9.3,0,100,49.46,0.599,10.75
2000/10/02,19.31,10.17,0,100,47.33,0.711,10.09
2000/10/03,19.64,10.51,1.55,95,42.57,0.959,11.289
2000/10/04,25.61,11.5,0,96.89,35.04,0.899,10.115
2000/10/05,20.99,9.85,0,83.35,21.82,1.198,10.637
2000/10/06,17.34,8.7,0,84.72,26.92,0.907,11.226
2000/10/07,17.63,6.54,0,91.97,27.81,1.058,10.811
2000/10/08,18.03,3.67,0,100,34.7,0.585,6.891
2000/10/09,24.3,10.01,0,96,32.87,0.855,9.583
2000/10/10,22.22,8.62,0,100,40.71,0.504,9.639
2000/10/11,24.21,11.33,0,100,36.18,0.956,8.175
2000/10/12,20.97,8.97,0,95.87,34.25,0.547,9.067
2000/10/13,23.3,7.86,0,100,41.32,0.656,12.139
2000/10/14,23.47,10.82,0,100,40.16,0.766,9.054
2000/10/15,25.41,13.54,0,92.08,30.3,1.298,10.549
2000/10/16,23.48,9.41,0,93.97,27.86,0.588,8.999
2000/10/17,23.27,9.64,0,100,35.04,0.526,8.794
2000/10/18,22.2,9.44,0,100,45.39,0.417,8.568
2000/10/19,20.36,9.5,0,100,56.08,0.503,7.743
2000/10/20,23.08,11,0,100,55.45,0.417,6.15
2000/10/21,21.05,9.39,0,100,54.42,0.509,6.011
2000/10/22,22.3,9.21,0,100,48.57,0.515,7.073
2000/10/23,22.66,9.58,0,100,49.03,0.451,5.858
2000/10/24,23.62,9.19,0,100,47.81,0.503,6.122
2000/10/25,22.29,9.47,0,100,47.08,0.503,7.234
2000/10/26,17.25,13.39,0,98.9,73.63,0.811,1.27
2000/10/27,16.36,12.17,8.36,100,86.1,0.865,1.44
2000/10/28,15.23,10.32,33.98,100,85.82,1.512,0.993
2000/10/29,12.72,10.22,25.99,100,91.03,0.929,0.739
2000/10/30,18.25,14.31,22.2,100,84.44,2.993,2.67
2000/10/31,17.53,12.71,2.2,100,80.05,1.005,1.561
2000/11/01,17.35,11.31,9.41,100,69.23,0.66,5.548
2000/11/02,16.98,11.35,0,94,51.85,0.928,3.49
2000/11/03,15.04,8.94,0,100,60.94,0.618,2.677
2000/11/04,16.31,11.69,13.08,100,69.54,1.407,0.959
2000/11/05,12.65,11.4,8.88,100,88.98,1.038,0.784
2000/11/06,14.71,11.82,0,100,83.89,0.669,2.966
2000/11/07,14.66,7.9,0,100,75.13,0.614,4.512
2000/11/08,12.91,6.51,0,100,73.16,0.503,5.026
2000/11/09,13.54,10.61,2.73,100,83.77,0.979,1.681
2000/11/10,14.32,8.17,0,95.43,46.69,1.024,5.532
2000/11/11,14.2,5.47,0,100,39.09,0.797,5.282
2000/11/12,11.02,2.04,0,100,53.52,0.588,6.425
2000/11/13,10.91,2.01,0,100,52.76,0.646,4.497
2000/11/14,13.61,6.01,0,100,63.54,0.502,3.886
2000/11/15,12.1,6.7,0,100,68.63,0.516,2.895
2000/11/16,12.49,6.81,0,100,72.26,0.516,3.346
2000/11/17,11.6,4.83,0,100,71.86,0.417,3.409
2000/11/18,11.91,3.91,0,100,66.88,0.573,3.464
2000/11/19,10.81,3.39,0,100,66.03,0.694,4.382
2000/11/20,11.5,2.34,0,100,62.37,0.508,5.705
2000/11/21,10.93,1.17,0,100,68.93,0.254,6.899
2000/11/22,9.13,1.17,0,100,77.45,0.414,3.156
2000/11/23,8.44,2.48,0,100,82.06,0.577,1.698
2000/11/24,8.35,3.63,0,100,70.71,0.588,2.927
2000/11/25,6.29,1.09,0,100,74.69,0.536,3.172
2000/11/26,6.45,2.92,0,100,68.13,0.529,3.04
2000/11/27,6.24,1.23,0,100,81.56,0.499,2.831
2000/11/28,6.49,-0.64,0,100,86.14,0.363,2.976
2000/11/29,7.96,1.02,0,100,80.42,0.554,2.405
2000/11/30,8.9,1.36,0,100,79.33,0.332,1.263
2000/12/01,9.24,5.73,0,100,87.1,0.417,0.882
2000/12/02,10.59,3.77,0,100,68.94,0.639,5.474
2000/12/03,12.78,6.42,0,100,71.37,0.668,2.192
2000/12/04,16.19,3.91,0,100,40.38,1.024,2.836
2000/12/05,9.24,1.19,0,100,56.39,0.589,2.964
2000/12/06,8.62,-0.3,0,100,70.42,0.422,4
2000/12/07,8.44,1.29,0,100,83.39,0.582,1.26
2000/12/08,8.6,0.65,0,100,79.9,0.547,4.591
2000/12/09,7.77,0.15,0,100,82.37,0.588,4.949
2000/12/10,7.1,0.11,0,100,82.93,0.563,3.552
2000/12/11,8.32,0.18,0,100,67.89,0.503,2.342
2000/12/12,10.11,1.31,0,100,75.2,0.326,1.056
2000/12/13,11.34,6.09,0,100,86.71,0.404,1.093
2000/12/14,11.51,3.89,0,100,69.25,0.648,2.39
2000/12/15,7.77,1.76,0,100,76.97,0.588,2.525
2000/12/16,5.37,0.53,0,100,81.96,0.673,1.649
2000/12/17,4.9,-0.83,0,100,84.06,0.644,3.199
2000/12/18,4.47,-1.67,0,98.8,62.13,0.673,3.928
2000/12/19,5.7,0.09,0,94,48.13,0.79,5.09
2000/12/20,3.14,-0.07,3.49,100,92.17,0.609,0.339
2000/12/21,4.92,-0.67,0,85.42,31.74,2.296,5.353
2000/12/22,3.98,-3.12,0,65.91,15.01,1.242,5.067
2000/12/23,1.7,-4.67,0,79.34,25.5,0.443,5.314
2000/12/24,2.11,-4.28,0,88.35,37.99,0.503,3.837
2000/12/25,5.59,-3.48,0,100,80.62,0.503,4.265
2000/12/26,5.63,-0.15,0,100,86.99,0.787,1.13
2000/12/27,8.93,5,14.95,100,85.35,1.145,0.159
2000/12/28,8.36,0.54,0,89.53,19.4,2.031,4.82
2000/12/29,6.63,0.95,0,100,58.28,0.811,1.614
2000/12/30,8.68,2.05,0,100,66.34,0.758,1.061
2000/12/31,9.84,0.51,0,100,38.98,0.872,4.971
2001/01/01,5.67,-0.15,0,95.28,53.84,0.835,4.468
2001/01/02,5.78,0.47,0,90.17,35.56,1.014,5.447
2001/01/03,8.92,0.15,0,100,63.3,0.588,2.659
2001/01/04,11.64,1.42,0,100,64.73,0.609,2.401
2001/01/05,11.72,2.77,0,100,47.35,0.951,5.202
2001/01/06,7.55,0.07,0,100,58.26,0.676,4.685
2001/01/07,5.82,0.15,0,100,89.22,0.5,3.246
2001/01/08,5.33,-0.5,0,100,88.53,0.504,6.741
2001/01/09,5.65,-0.87,0,100,86.34,0.575,1.778
2001/01/10,4.09,-1.53,0,100,90.36,0.454,4.881
2001/01/11,4.03,-1.57,0,100,91.18,0.35,4.15
2001/01/12,3.4,-1.21,2.12,100,94.01,0.503,0.636
2001/01/13,5.97,3.37,9.6,100,94.05,0.908,0.204
2001/01/14,8.39,5.57,1.77,100,92.09,0.721,0.985
2001/01/15,9.06,6.34,1.99,100,94.92,0.673,0.331
2001/01/16,11.43,3.76,0,100,76.97,0.502,2.106
2001/01/17,10.12,1.83,0,100,73.09,0.536,4.806
2001/01/18,8.51,2.21,0,100,82.46,0.503,1.551
2001/01/19,7.9,2.69,0,100,83.86,0.34,1.466
2001/01/20,6.11,0.84,0,100,86.66,0.588,1.556
2001/01/21,6.7,0.67,0,100,80.15,0.718,3.04
2001/01/22,9.65,1.89,0,100,44,0.908,6.537
2001/01/23,6.8,0.36,0,100,53.64,0.852,6.607
2001/01/24,7.69,0.14,0,98.9,42.59,0.937,6.792
2001/01/25,6.32,-0.33,9.2,96.56,45.97,1.014,6.449
2001/01/26,6.44,0.79,0,100,70.18,0.927,1.851
2001/01/27,5.01,-0.84,0,98.9,60.46,0.673,7.147
2001/01/28,4.77,0.46,0,96,63.47,0.659,6.972
2001/01/29,5.69,-0.71,0,98.2,54.42,0.71,7.691
2001/01/30,5.57,-2.05,13.66,100,57.67,1.454,1.167
2001/01/31,5.82,-2.23,0,100,60.08,0.695,7.405
2001/02/01,5.59,-0.39,9.87,100,70.32,0.894,1.663
2001/02/02,9.48,6.01,50.65,100,85.52,1.179,0.204
2001/02/03,12.38,3.52,0,100,43.57,1.014,2.125
2001/02/04,9.92,0.93,0,100,63.01,0.517,7.625
2001/02/05,8.31,1.01,0,100,66.28,0.627,7.72
2001/02/06,8.71,0.12,0,100,69.72,0.615,2.977
2001/02/07,14.05,2.77,0,100,37.37,1.325,8.05
2001/02/08,10.97,1.85,0,94,30.98,1.186,8.461
2001/02/09,9.24,-0.3,0,100,51.95,0.455,9.945
2001/02/10,13.44,2.14,0,100,47.69,0.673,9.735
2001/02/11,11.87,3.19,2.01,100,71.58,0.948,2.578
2001/02/12,11.89,3.57,0,94.99,34.89,1.478,9.173
2001/02/13,11.94,1.53,0,100,41.15,0.676,10.114
2001/02/14,12.93,1.39,0,100,55.51,0.503,10.242
2001/02/15,9.28,7.71,14.72,100,96.87,1.08,0.745
2001/02/16,12.11,7.83,6.57,100,86.58,1.326,3.147
2001/02/17,11.91,5.62,0,100,74.42,0.784,1.828
2001/02/18,12.73,2.42,0,100,56.22,0.557,9.484
2001/02/19,9.3,5.9,15.83,100,87.08,0.894,0.733
2001/02/20,9.29,7.8,15.74,100,96.96,0.821,0.613
2001/02/21,10.28,7.1,16.69,100,86.89,0.936,2.697
2001/02/22,9.64,6.57,5.98,100,83.2,0.966,2.831
2001/02/23,9.4,2.38,2.81,100,53.06,1.68,1.579
2001/02/24,10.33,1.49,10.93,100,44.49,1.117,10.265
2001/02/25,10.49,4.58,2.5,100,76.32,0.645,3.639
2001/02/26,9.15,4.28,8.76,100,78.46,1.039,0.918
2001/02/27,9.88,1.8,0,100,62.49,0.77,3.627
2001/02/28,10.67,1.17,1.18,100,45.64,0.828,7.953
2001/03/01,9.48,6.66,8.15,100,93.48,0.945,0.777
2001/03/02,17.1,9.17,11.2,100,81.34,2.003,1.283
2001/03/03,18.19,10.33,10.04,100,85.48,1.396,3.145
2001/03/04,13.59,10.55,18.03,100,97.36,2.896,0.97
2001/03/05,17.61,10.35,16.1,100,82.88,1.508,4.974
2001/03/06,20.38,7.98,1.13,100,38.97,1.289,11.514
2001/03/07,15.15,5.11,0,100,34.96,1,14.461
2001/03/08,10.31,3.47,0,98.85,44.19,0.792,14.659
